Episode: 0 Final Score: -5
3.0888 0 0 
6.1719 24.1886 24.1886 n
6.2731 24.1908 24.1908 r
6.3817 24.3285 24.3285 r
6.4907 24.6802 24.6802 r
6.5913 25.1951 25.1951 r
6.6976 25.1951 25.1951 n
6.8017 25.1951 25.1951 n
6.903 25.1951 25.1951 n
7.0085 25.1951 25.1951 n
7.1175 25.1951 25.1951 n
7.2272 25.1951 25.1951 n
7.3326 25.2562 25.2562 r
7.4352 25.504 25.504 r
7.5435 25.9713 25.9713 r
7.6591 26.1387 26.1387 n
7.7684 26.1387 26.1387 n
7.8722 26.1387 26.1387 n
7.9757 26.1387 26.1387 n
8.0805 26.1387 26.1387 n
8.1826 26.1387 26.1387 n
8.283 26.1387 26.1387 n
8.3892 26.1387 26.1387 n
8.4895 26.1387 26.1387 n
8.5901 26.1387 26.1387 n
8.6929 26.1387 26.1387 n
8.7936 26.1387 26.1387 n
8.9043 26.1387 26.1387 n
9.0112 26.1387 26.1387 n
9.1136 26.1387 26.1387 n
9.2141 26.1387 26.1387 n
9.3184 26.1387 26.1387 n
9.4216 26.1387 26.1387 n
9.5251 26.1387 26.1387 n
9.631 26.1387 26.1387 n
9.7315 26.1387 26.1387 n
9.8389 26.1387 26.1387 n
9.9437 26.1387 26.1387 n
10.045 26.1387 26.1387 n
10.1544 26.1387 26.1387 n
10.2619 26.1387 26.1387 n
10.3652 26.1387 26.1387 n
10.4754 26.1387 26.1387 n
10.5756 26.1387 26.1387 n
10.6759 26.1387 26.1387 n
10.7803 26.1387 26.1387 n
10.8867 26.1387 26.1387 n
10.988 26.1387 26.1387 n
11.0923 26.1387 26.1387 n
11.2025 26.1387 26.1387 n
11.3116 26.1387 26.1387 n
11.4189 26.1387 26.1387 n
11.522 26.1387 26.1387 n
11.6234 26.1387 26.1387 n
11.7237 26.1387 26.1387 n
11.8289 26.1387 26.1387 n
11.9353 26.1387 26.1387 n
12.0432 26.1387 26.1387 n
12.1517 26.1387 26.1387 n
12.2538 26.1387 26.1387 n
12.3545 26.1387 26.1387 n
12.4583 26.1387 26.1387 n
12.5605 26.1387 26.1387 n
12.6622 26.1387 26.1387 n
12.7684 26.1387 26.1387 n
12.8704 26.1387 26.1387 n
12.9727 26.1387 26.1387 n
13.0784 26.1387 26.1387 n

